,0
KALYANKJ IS Equity,0.8339408452553948
ZYDUSLIF IS Equity,0.49160634513815976
UNBK IS Equity,0.9447083878992314
OFSS IS Equity,0.5190948330766995
LICI IS Equity,0.5177815100631538
GP IS Equity,2.4742128444178157
RDCK IS Equity,2.002766767465757
CHOLAHLD IS Equity,2.087844291704855
ABFRL IS Equity,0.650391627524947
LICHF IS Equity,0.7026947302646577
INBK IS Equity,0.9818932240209916
OINL IS Equity,0.579800443612891
TCOM IS Equity,0.5271737062930942
RVNL IS Equity,0.8120448817502701
JKCE IS Equity,2.7101011371031065
IRCTC IS Equity,0.5146080575210693
SAIL IS Equity,0.6247890814106458
PNBHOUSI IS Equity,1.7813279411026626
CAMS IS Equity,0.6367402865782952
UNOMINDA IS Equity,1.0466330837421989
EXID IS Equity,0.5189007694686423
FLUOROCH IS Equity,0.8764268718616979
PIRPHARM IS Equity,0.7424026539420847
ABCAP IS Equity,1.0381629283827085
SCHFL IS Equity,1.1218021448251299
KIMS IS Equity,2.6106899184342645
REDI IS Equity,2.2128079255469566
KVB IS Equity,1.1187721799715333
KAYNES IS Equity,1.7655384784830357
APTY IS Equity,0.83283567635852
BOOT IS Equity,1.5718488683717085
CCRI IS Equity,0.46126040249612915
